EIC,BNA-ID,Name BNA,Plant & Block name,Year,Generation elec. [MWh_el]
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2020,2627372.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2021,3329422.000
11WD8JAEN1L---AD,BNA0785,Kraftwerk Jänschwalde Block A,Jaenschwalde A,2022,3323243.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2016,2556314.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2017,3231675.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2018,3015607.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2019,3440116.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2020,3125729.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2021,2867606.000
11WD8JAEN1L---BB,BNA0786,Kraftwerk Jänschwalde Block B,Jaenschwalde B,2022,3299058.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2016,3618723.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2017,3179236.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2018,3398174.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2019,2652569.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2020,3033470.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2021,3462713.000
11WD8JAEN1L---C9,BNA0787,Kraftwerk Jänschwalde Block C,Jaenschwalde C,2022,2301721.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2016,3525840.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2017,3000049.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2018,3501495.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2019,3169973.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2020,2899103.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2021,3290272.000
11WD8JAEN1L---D7,BNA0788,Kraftwerk Jänschwalde Block D,Jaenschwalde D,2022,2592266.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2016,3123986.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2017,3291582.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2018,3312457.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2019,2370873.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2020,0.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2021,0.000
11WD8JAEN1L---E5,BNA0789,Kraftwerk Jänschwalde Block E,Jaenschwalde E,2022,589359.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2016,3624532.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2017,3279918.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2018,2669365.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2019,0.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2020,0.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2021,0.000
11WD8JAEN1L---F3,BNA0790,Kraftwerk Jänschwalde Block F,Jaenschwalde F,2022,400761.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2016,877.190
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2017,109770.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2018,6263.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2019,7097.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2020,2090.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2021,0.000
11WD7BISC5GKW2-W,BNA0627,KW2 DT,Mainz-Wiesbaden 2,2022,0.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2016,1537135.471
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2017,1576489.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2018,1166051.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2019,1971833.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2020,2122027.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2021,1213444.000
11WD7BISC5GKW3-T,BNA0626,KW3 GT,Mainz-Wiesbaden 3,2022,1460862.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2016,1074012.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2017,856763.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2018,932359.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2019,949545.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2020,621071.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2021,902825.000
11WD2BRE4000115K,BNA0142,KW Mittelsbüren Block 4,Mittelsbueren 4,2022,929126.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2016,2237766.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2017,549075.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2018,0.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2019,0.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2020,0.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2021,0.000
11WD7VOER1S--A-1,BNA0989,KW West,Voerde A,2022,0.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2016,2111088.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2017,590954.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2018,0.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2019,0.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2020,0.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2021,0.000
11WD7VOER1S--B-Z,BNA0990,KW West,Voerde B,2022,0.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2016,17861.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2017,30564.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2018,23211.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2019,15808.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2020,15315.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2021,32512.000
11WD4WALK5OGTD-F,BNA1004,Kraftwerk Walheim GTD,Walheim GTD,2022,30997.000
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2016,3514142.446
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2017,2307098.000
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2018,2528065.000
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2019,2509842.000
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2020,1390218.393
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2021,2387357.000
11WD7WALS1S--10A,BNA0216b,Walsum 10,Walsum 10,2022,3198339.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2016,1270057.306
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2017,1121612.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2018,1113336.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2019,818619.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2020,688570.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2021,6.000
11WD7WALS5S--9-Y,BNA0216,Walsum 9,Walsum 9,2022,6.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2016,1344793.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2017,2723961.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2018,158483.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2019,0.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2020,0.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2021,0.000
11WD2WILH0001255,BNA1674,Kraftwerk Wilhelmshaven Onyx,Wilhelmshaven (ENGIE) ,2022,0.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2016,10444.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2017,2191.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2018,6148.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2019,3542.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2020,0.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2021,888.000
11WD2HERR5G----G,BNA0419,Kraftwerk Herrenhausen Block B,Herrenhausen B,2022,194.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2016,1988710.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2017,2187603.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2018,2607831.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2019,760756.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2020,919152.000
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2021,1016963.844
11WD2MEHR2CSWHCZ,BNA0464,KWM Block 3,Mehrum 3,2022,1058804.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2016,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2017,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2018,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2019,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2020,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2021,0.000
11W0-0000-0103-9,BNA1935,GuD Lichterfelde,Lichterfelde GuD,2022,0.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2016,312606.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2017,338359.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2018,222616.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2019,0.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2020,0.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2021,0.000
11WD8LICH5G---1Y,BNA0075,Lichterfelde,Lichterfelde 1,2022,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2016,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2017,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2018,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2019,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2020,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2021,0.000
11WD8LICH5G---3U,BNA0076,Lichterfelde,Lichterfelde 3,2022,0.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2016,1561921.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2017,1408925.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2018,1109204.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2019,1118207.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2020,597897.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2021,656671.000
11WD2NOR20001055,BNA0969b,SWM HKW Nord 2 T20,Nord 2-T20,2022,872167.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2016,3339900.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2017,3706197.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2018,4011799.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2019,2617081.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2020,627616.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2021,73001.000
11WD8MOOR1C---AV,BNA1673,Moorburg Block A,Moorburg A,2022,0.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2016,3456025.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2017,3906512.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2018,3734421.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2019,3205032.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2020,1316971.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2021,0.000
11WD8MOOR1C---BT,BNA1558,Moorburg Block B,Moorburg B,2022,0.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2016,2992680.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2017,4161988.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2018,4297170.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2019,1689022.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2020,1599156.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2021,3380211.000
11WD7NEUR1B--D-R,BNA0699,Neurath D,Neurath D,2022,3551819.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2016,3934127.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2017,3303061.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2018,4132292.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2019,3160021.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2020,1578548.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2021,2436873.000
11WD7NEUR1B--E-O,BNA0700,Neurath E,Neurath E,2022,3119418.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2016,1990437.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2017,2271638.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2018,1971515.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2019,1303274.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2020,990122.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2021,1750983.000
11WD7NEUR1B--B-X,BNA0697,Neurath B,Neurath B,2022,0.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2016,1758575.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2017,1971850.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2018,1907852.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2019,882157.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2020,0.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2021,0.000
11WD7NEUR1B--C-U,BNA0698,Neurath C,Neurath C,2022,455904.000
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2016,653610.460
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2017,1242431.702
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2018,7571565.000
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2019,5553656.000
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2020,5301725.000
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2021,5958324.000
11WD7NEUR1B--F-L,BNA1401a,Neurath F,Neurath F,2022,856581.623
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2016,655326.087
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2017,2136226.865
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2018,7601541.000
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2019,6597661.000
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2020,6146514.000
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2021,4781583.000
11WD7NEUR1B--G-I,BNA1401b,Neurath G,Neurath G,2022,702070.584
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2016,1665595.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2017,2229453.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2018,1985409.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2019,1656708.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2020,1606369.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2021,1710025.000
11WD7NEUR2B--A-T,BNA0696,Neurath A,Neurath A,2022,468942.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2016,4080699.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2017,4320237.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2018,3472184.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2019,3023109.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2020,1765076.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2021,3518495.000
11WD7NIED1B--G-C,BNA0708,Niederaußem G,Niederaussem G,2022,3332536.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2016,3503047.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2017,3556638.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2018,4681796.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2019,3286161.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2020,2061915.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2021,2240064.000
11WD7NIED1B--H-9,BNA0707,Niederaußem H,Niederaussem H,2022,4291378.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2016,4138123.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2017,7328514.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2018,7006657.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2019,6518999.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2020,4319343.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2021,6869066.000
11WD7NIED1B--K-0,BNA0709,Niederaußem K,Niederaussem K-BoA1,2022,6818166.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2016,1883488.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2017,2015788.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2018,2145834.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2019,1742198.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2020,1364580.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2021,1779915.000
11WD7NIED2B--C-H,BNA0712,Niederaußem C,Niederaussem C,2022,0.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2016,2013020.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2017,2071945.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2018,2103592.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2019,1651106.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2020,672369.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2021,0.000
11WD7NIED2B--D-E,BNA0705,Niederaußem D,Niederaussem D,2022,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2016,1434595.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2017,2038560.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2018,1526303.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2019,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2020,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2021,0.000
11WD7NIED2B--F-8,BNA0706,Niederaußem F,Niederaussem F,2022,310727.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2016,1878477.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2017,2230238.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2018,1581026.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2019,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2020,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2021,0.000
11WD7NIED2B--E-B,BNA0713,Niederaußem E,Niederaussem E,2022,396705.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2016,354331.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2017,382769.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2018,203223.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2019,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2020,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2021,0.000
11WD8REUT5X---CX,BNA0082,Reuter,HKW Reuter C,2022,0.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2016,1084779.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2017,1303780.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2018,942845.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2019,693639.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2020,595138.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2021,506683.000
11WD8REUW1C---DD,BNA0086,HKW Reuter West Dampfturbine D,HKW Reuter-West D,2022,865847.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2016,1270934.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2017,954903.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2018,1067326.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2019,675933.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2020,807617.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2021,802120.000
11WD8REUW1C---EB,BNA0087,HKW Reuter West Dampfturbine E,HKW Reuter-West E,2022,494601.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2016,1911305.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2017,1535390.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2018,1550723.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2019,738590.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2020,920769.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2021,1613571.000
11WD4RDK71C7---G,BNA0518a,Rheinhafen-Dampfkraftwerk RDK 7,Rheinhafen-Dampfkraftwerk 7,2022,1731931.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2016,1519549.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2017,3295438.000
11WD4RDK81C8---3,BNA0518b,Rheinhafen-Dampfkraftwerk RDK 8,Rheinhafen-Dampfkraftwerk 8,2018,3086148.000
